,Unnamed: 0,gvkey,datadate,fyear,conm,at,lagged_at,capx,ceq,csho,xrd,cik_x,costat,prcc_f,date.filed,adoption_year,blockchain,Q,invest,invest_y1
3166,4406,8613,20170930,2017,PISMO COAST VILLAGE INC,17.77,17.97,0.34,14.645,0.002,0.0,216877,A,0.0,0,0.0,0,0.1758581879572313,0.0189204229271007,0.0129994372537985
3167,4407,8613,20180930,2018,PISMO COAST VILLAGE INC,19.174,17.77,0.231,16.348,0.002,0.0,216877,A,0.0,0,0.0,0,0.147387086679879,0.0129994372537985,0.0591947428809846
3168,4408,8613,20190930,2019,PISMO COAST VILLAGE INC,20.664,19.174,1.135,17.748,0.002,0.0,216877,A,0.0,0,0.0,0,0.1411149825783972,0.0591947428809846,0.0308265582655826
3169,4409,8613,20200930,2020,PISMO COAST VILLAGE INC,22.498,20.664,0.637,18.627,0.002,0.0,216877,A,0.0,0,0.0,0,0.172059738643435,0.0308265582655826,0.0075117788247844
3170,4413,8633,20170331,2016,PLANTRONICS INC,1017.159,933.437,23.176,382.156,33.416,88.318,914025,A,54.11,0,0.0,0,2.401928076141488,0.1194445902615816,0.0950303738156964
3171,4414,8633,20180331,2017,PLANTRONICS INC,1076.887,1017.159,12.468,352.97,33.251,84.193,914025,A,60.37,0,0.0,0,2.536273415873717,0.0950303738156964,0.2123556139130661
3172,4415,8633,20190331,2018,PLANTRONICS INC,3116.535,1076.887,26.797,721.687,39.518,201.886,914025,A,46.11,0,0.0,0,1.35311266518746,0.2123556139130661,0.0773798465282757
3173,4416,8633,20200331,2019,PLANTRONICS INC,2257.174,3116.535,22.88,-82.816,40.408,218.277,914025,A,10.06,0,0.0,0,1.2167845633522272,0.0773798465282757,0.1027856071352939
3174,4417,8633,20210331,2020,PLANTRONICS INC,2664.269,2257.174,22.715,-80.766,41.752,209.29,914025,A,38.91,0,0.0,0,1.6400766288989588,0.1027856071352939,0.0690727985224897
3175,4419,8644,20161231,2016,KINROSS GOLD CORP,7979.3,7735.4,633.8,4145.5,1245.05,0.0,701818,A,3.11,0,0.0,0,0.9657370320704824,0.0819350001292757,0.1124910706452947
3176,4420,8644,20171231,2017,KINROSS GOLD CORP,8157.2,7979.3,897.6,4583.6,1247.004,0.0,701818,A,4.32,0,0.0,0,1.098496699847987,0.1124910706452947,0.1279115382729368
3177,4421,8644,20181231,2018,KINROSS GOLD CORP,8063.8,8157.2,1043.4,4506.7,1250.229,0.0,701818,A,3.24,0,0.0,0,0.9434561819489572,0.1279115382729368,0.1370569706589945
3178,4422,8644,20191231,2019,KINROSS GOLD CORP,9076.0,8063.8,1105.2,5318.5,1253.766,0.0,701818,A,4.74,0,0.0,0,1.0687914103129132,0.1370569706589945,0.100936535918907
3179,4423,8644,20201231,2020,KINROSS GOLD CORP,10933.2,9076.0,916.1,6596.5,1258.32,0.0,701818,A,7.34,0,0.0,0,1.2414269198404857,0.100936535918907,0.0858486079098525
3180,4426,8661,20161231,2016,PROFESSIONAL DIVERSITY NETWK,41.138,41.428,0.005,28.776,3.619,0.0,1546296,A,10.92,0,0.0,0,1.2611570810442898,0.0001206913198802,0.0037191890709319
3181,4427,8661,20171231,2017,PROFESSIONAL DIVERSITY NETWK,18.989,41.138,0.153,10.302,3.963,0.0,1546296,A,4.09,0,0.0,0,1.3110574543156566,0.0037191890709319,0.0004212965401021
3182,4428,8661,20181231,2018,PROFESSIONAL DIVERSITY NETWK,5.238,18.989,0.008,-1.111,4.855,0.0,1546296,A,1.0,0,0.0,0,2.138984345169912,0.0004212965401021,0.0001909125620465
3183,4429,8661,20191231,2019,PROFESSIONAL DIVERSITY NETWK,6.592,5.238,0.001,2.552,8.928,0.0,1546296,A,0.91,0,0.0,0,1.845339805825243,0.0001909125620465,0.0015169902912621
3184,4430,8661,20201231,2020,PROFESSIONAL DIVERSITY NETWK,8.673,6.592,0.01,3.346,12.82,0.0,1546296,A,2.59,0,0.0,0,4.442615012106537,0.0015169902912621,0.0690727985224897
3185,4433,8666,20170131,2016,POLYDEX PHARMACEUTICALS LTD,6.706,5.818,0.295,5.026,3.4,0.001,317158,A,1.83,0,0.0,0,1.178347748285118,0.0508765898934341,0.0565165523411869
3186,4434,8666,20180131,2017,POLYDEX PHARMACEUTICALS LTD,7.329,6.706,0.375,5.753,3.419,0.004,317158,A,1.21,0,0.0,0,0.7795047073270569,0.0565165523411869,0.0463910492563787
3187,4435,8666,20190131,2018,POLYDEX PHARMACEUTICALS LTD,7.058,7.329,0.34,5.704,3.419,0.0,317158,A,0.8,0,0.0,0,0.5793709266081044,0.0463910492563787,0.0507225843015018
3188,4436,8666,20200131,2019,POLYDEX PHARMACEUTICALS LTD,7.185,7.058,0.358,5.966,3.432,0.0,317158,A,1.06,0,0.0,0,0.6759805149617258,0.0507225843015018,0.0396659707724425
3189,4437,8666,20210131,2020,POLYDEX PHARMACEUTICALS LTD,7.772,7.185,0.285,6.459,3.432,0.0,317158,A,0.96,0,0.0,0,0.5928615542974782,0.0396659707724425,0.0690727985224897
3190,4439,8692,20161231,2016,POTLATCHDELTIC CORP,927.681,1016.612,20.532,156.274,40.519,0.0,1338749,A,41.65,0,0.0,0,2.6507208296817546,0.020196495811578,0.0540110231857718
3191,4440,8692,20171231,2017,POTLATCHDELTIC CORP,953.079,927.681,50.105,200.542,40.612,0.0,1338749,A,49.9,0,0.0,0,2.9158923866751865,0.0540110231857718,0.0547016564209262
3192,4441,8692,20181231,2018,POTLATCHDELTIC CORP,2325.852,953.079,52.135,1314.779,67.57,0.0,1338749,A,31.64,0,0.0,0,1.3539072133566536,0.0547016564209262,0.0247109446344823
3193,4442,8692,20191231,2019,POTLATCHDELTIC CORP,2235.059,2325.852,57.474,1226.831,67.221,0.0,1338749,A,43.27,0,0.0,0,1.752473053284052,0.0247109446344823,0.0204849178478062
3194,4443,8692,20201231,2020,POTLATCHDELTIC CORP,2381.065,2235.059,45.785,1304.953,66.876,0.0,1338749,A,50.02,0,0.0,0,1.856836970011319,0.0204849178478062,0.0316723818963363
3195,4446,8699,20160930,2016,POWELL INDUSTRIES INC,462.516,468.824,3.044,335.317,11.393,6.731,80420,A,40.05,0,0.0,0,1.2615534381513287,0.0208500418067334,0.0227927250084321
3196,4447,8699,20170930,2017,POWELL INDUSTRIES INC,414.986,462.516,3.636,321.296,11.429,6.906,80420,A,29.99,0,0.0,0,1.0517118890757762,0.0227927250084321,0.0270346469519453
3197,4448,8699,20180930,2018,POWELL INDUSTRIES INC,429.951,414.986,4.502,301.644,11.475,6.717,80420,A,36.26,0,0.0,0,1.266168702945219,0.0270346469519453,0.0246121069610257
3198,4449,8699,20190930,2019,POWELL INDUSTRIES INC,467.411,429.951,4.255,299.153,11.567,6.327,80420,A,39.15,0,0.0,0,1.3288220645213742,0.0246121069610257,0.0243789726814302
3199,4450,8699,20200930,2020,POWELL INDUSTRIES INC,472.278,467.411,5.13,306.626,11.616,6.265,80420,A,24.13,0,0.0,0,0.944244872723269,0.0243789726814302,0.0202444323047018
3201,4455,8762,20160630,2016,PROCTER & GAMBLE CO,127136.0,129495.0,3314.0,57593.0,2668.074,1879.0,80424,A,84.67,0,0.0,0,2.32388014079411,0.040101934437623,0.0413572866851245
3202,4456,8762,20170630,2017,PROCTER & GAMBLE CO,120406.0,127136.0,3384.0,55427.0,2553.297,1874.0,80424,A,87.15,0,0.0,0,2.3877450754115244,0.0413572866851245,0.0467169410162284
3203,4457,8762,20180630,2018,PROCTER & GAMBLE CO,118310.0,120406.0,3717.0,52530.0,2498.093,1908.0,80424,A,78.06,0,0.0,0,2.204218912856056,0.0467169410162284,0.0440199475953004
3204,4458,8762,20190630,2019,PROCTER & GAMBLE CO,115095.0,118310.0,3347.0,47412.0,2504.751,1861.0,80424,A,109.65,0,0.0,0,2.9743164094878147,0.0440199475953004,0.0426343455406403
3205,4459,8762,20200630,2020,PROCTER & GAMBLE CO,120700.0,115095.0,3073.0,46704.0,2479.746,1834.0,80424,A,119.57,0,0.0,0,3.0695876488815244,0.0426343455406403,0.0388318144159072
3206,4462,8806,20161231,2016,PUBLIC SERVICE CO/N H,3765.345,3596.519,305.43,1387.357,0.0,0.0,315256,A,0.0,0,0.0,0,0.6315458477244449,0.0849237832470786,0.0830521505997458
3207,4463,8806,20171231,2017,PUBLIC SERVICE CO/N H,4062.661,3765.345,312.72,1350.594,0.0,0.0,315256,A,0.0,0,0.0,0,0.6675592671896572,0.0830521505997458,0.0682668329944339
3208,4464,8806,20181231,2018,PUBLIC SERVICE CO/N H,4127.356,4062.661,277.345,1302.541,0.0,0.0,315256,A,0.0,0,0.0,0,0.6844127329941977,0.0682668329944339,0.0748646348897454
3209,4465,8806,20191231,2019,PUBLIC SERVICE CO/N H,4350.658,4127.356,308.993,1391.733,0.0,0.0,315256,A,0.0,0,0.0,0,0.6801097673041641,0.0748646348897454,0.0787434912144323
3210,4466,8806,20201231,2020,PUBLIC SERVICE CO/N H,4664.705,4350.658,342.586,1542.539,0.0,0.0,315256,A,0.0,0,0.0,0,0.6693169235782328,0.0787434912144323,0.0690727985224897
3211,4468,8807,20161231,2016,PNM RESOURCES INC,6471.08,6009.328,600.076,1675.952,79.654,0.0,1108426,A,34.3,0,0.0,0,1.1632154447171106,0.0998574216617898,0.0773380950320502
3212,4469,8807,20171231,2017,PNM RESOURCES INC,6646.103,6471.08,500.461,1695.253,79.654,0.0,1108426,A,40.45,0,0.0,0,1.2297212817797136,0.0773380950320502,0.0754145700119303
3213,4470,8807,20181231,2018,PNM RESOURCES INC,6865.551,6646.103,501.213,1688.382,79.654,0.0,1108426,A,41.09,0,0.0,0,1.230804615681975,0.0754145700119303,0.0897630794673289
3214,4471,8807,20191231,2019,PNM RESOURCES INC,7298.774,6865.551,616.273,1678.698,79.654,0.0,1108426,A,50.71,0,0.0,0,1.323418198727622,0.0897630794673289,0.0930331587195329
3215,4472,8807,20201231,2020,PNM RESOURCES INC,7939.854,7298.774,679.028,2049.465,85.835,0.0,1108426,A,48.53,0,0.0,0,1.2665171865880658,0.0930331587195329,0.1177623669150591
3216,4475,8808,20161231,2016,PUBLIC SERVICE CO OF N C,2045.521,1840.986,170.617,776.326,0.001,0.0,81025,A,0.0,0,0.0,0,0.6204751747843215,0.0926769676684124,0.136073401348605
3217,4476,8808,20171231,2017,PUBLIC SERVICE CO OF N C,2357.852,2045.521,278.341,808.513,0.001,0.0,81025,A,0.0,0,0.0,0,0.6570976465019858,0.136073401348605,0.1046316732347916
3218,4477,8808,20181231,2018,PUBLIC SERVICE CO OF N C,2570.315,2357.852,246.706,860.689,0.001,0.0,81025,A,0.0,0,0.0,0,0.6651425992533989,0.1046316732347916,0.0662580267399132
3219,4478,8808,20191231,2019,PUBLIC SERVICE CO OF N C,2786.432,2570.315,170.304,1008.195,0.001,0.0,81025,A,0.0,0,0.0,0,0.6381770665855114,0.0662580267399132,0.0930580757039827
3220,4479,8808,20201231,2020,PUBLIC SERVICE CO OF N C,3018.3,2786.432,259.3,1192.1,0.001,0.0,81025,A,0.0,0,0.0,0,0.605042573634165,0.0930580757039827,0.0690727985224897
3221,4481,8809,20161231,2016,PUBLIC SERVICE CO OF OKLA,4379.2,4170.4,351.1,1214.1,9.013,0.0,81027,A,0.0,0,0.0,0,0.722757581293387,0.0841885670439286,0.0607645232005845
3222,4482,8809,20171231,2017,PUBLIC SERVICE CO OF OKLA,4508.3,4379.2,266.1,1215.3,9.013,0.0,81027,A,0.0,0,0.0,0,0.7304305392276468,0.0607645232005845,0.0532795066876649
3223,4483,8809,20181231,2018,PUBLIC SERVICE CO OF OKLA,4532.4,4508.3,240.2,1248.0,9.013,0.0,81027,A,0.0,0,0.0,0,0.7246491924808048,0.0532795066876649,0.0644029653163886
3224,4484,8809,20191231,2019,PUBLIC SERVICE CO OF OKLA,4751.5,4532.4,291.9,1373.3,9.013,0.0,81027,A,0.0,0,0.0,0,0.7109754814269178,0.0644029653163886,0.0711143849310743
3225,4485,8809,20201231,2020,PUBLIC SERVICE CO OF OKLA,4990.7,4751.5,337.9,1545.6,9.013,0.0,81027,A,0.0,0,0.0,0,0.6903039653755986,0.0711143849310743,0.0690727985224897
3226,4488,8810,20161231,2016,PUBLIC SERVICE ENTRP GRP INC,40070.0,37535.0,4199.0,13130.0,504.866,0.0,788784,A,43.88,0,0.0,0,1.2251939126528577,0.1118689223391501,0.1045670077364611
3227,4489,8810,20171231,2017,PUBLIC SERVICE ENTRP GRP INC,42716.0,40070.0,4190.0,13847.0,505.0,0.0,788784,A,51.5,0,0.0,0,1.284682554546306,0.1045670077364611,0.0915816087648656
3228,4490,8810,20181231,2018,PUBLIC SERVICE ENTRP GRP INC,45326.0,42716.0,3912.0,14377.0,504.0,0.0,788784,A,52.05,0,0.0,0,1.2615761373163306,0.0915816087648656,0.0698495344835194
3229,4491,8810,20191231,2019,PUBLIC SERVICE ENTRP GRP INC,47730.0,45326.0,3166.0,15089.0,504.0,0.0,788784,A,59.05,0,0.0,0,1.3073999580976323,0.0698495344835194,0.0612403100775193
3230,4492,8810,20201231,2020,PUBLIC SERVICE ENTRP GRP INC,50050.0,47730.0,2923.0,15984.0,504.0,0.0,788784,A,58.3,0,0.0,0,1.2677162837162836,0.0612403100775193,0.0543256743256743
3231,4495,8818,20161231,2016,PUGET ENERGY INC,13266.38,12852.619,706.444,3688.713,0.0,0.0,1085392,A,0.0,0,0.0,0,0.7219502984235338,0.054964984179489,0.0784038298314988
3232,4496,8818,20171231,2017,PUGET ENERGY INC,13690.789,13266.38,1040.135,3750.03,0.0,0.0,1085392,A,0.0,0,0.0,0,0.7260910236802276,0.0784038298314988,0.0783497576363203
3233,4497,8818,20181231,2018,PUGET ENERGY INC,14098.861,13690.789,1072.67,3860.758,0.0,0.0,1085392,A,0.0,0,0.0,0,0.7261652554770205,0.0783497576363203,0.0680471280623307
3234,4498,8818,20191231,2019,PUGET ENERGY INC,14659.863,14098.861,959.387,4000.299,0.0,0.0,1085392,A,0.0,0,0.0,0,0.7271257582693644,0.0680471280623307,0.0619471000513442
3235,4499,8818,20201231,2020,PUGET ENERGY INC,15042.965,14659.863,908.136,4139.882,0.0,0.0,1085392,A,0.0,0,0.0,0,0.7247961422498823,0.0619471000513442,0.0690727985224897
3236,4501,8823,20161231,2016,PULTEGROUP INC,10178.2,8967.16,39.295,4659.363,319.09,0.0,822416,A,18.38,0,0.0,0,1.1184405101098422,0.0043821009104331,0.0031489850857715
3237,4502,8823,20171231,2017,PULTEGROUP INC,9686.649,10178.2,32.051,4154.026,286.752,0.0,822416,A,33.25,0,0.0,0,1.5554529745012955,0.0031489850857715,0.0060948837931466
3238,4503,8823,20181231,2018,PULTEGROUP INC,10172.976,9686.649,59.039,4817.782,277.11,0.0,822416,A,25.99,0,0.0,0,1.234376538389553,0.0060948837931466,0.0057130774711352
3239,4504,8823,20191231,2019,PULTEGROUP INC,10715.597,10172.976,58.119,5458.18,270.235,0.0,822416,A,38.8,0,0.0,0,1.4691234655427972,0.0057130774711352,0.0054457068514241
3240,4505,8823,20201231,2020,PULTEGROUP INC,12205.498,10715.597,58.354,6569.989,266.464,0.0,822416,A,43.12,0,0.0,0,1.4030920065694985,0.0054457068514241,0.0059629684917403
3241,4508,8824,20161231,2016,PGI INC,1.014,0.867,0.0,-90.694,5.318,0.0,81157,A,0.0,0,0.0,0,90.44181459566074,0.0,0.0
3242,4509,8824,20171231,2017,PGI INC,0.788,1.014,0.0,-92.26,5.318,0.0,81157,A,0.0,0,0.0,0,118.08121827411168,0.0,0.0
3243,4510,8824,20181231,2018,PGI INC,0.553,0.788,0.0,-92.996,5.318,0.0,81157,A,0.0,0,0.0,0,169.1663652802893,0.0,0.0
3244,4511,8824,20191231,2019,PGI INC,0.336,0.553,0.0,-94.564,5.318,0.0,81157,A,0.0001,0,0.0,0,282.4420589285714,0.0,0.0
3245,4512,8824,20201231,2020,PGI INC,0.095,0.336,0.0,-95.669,5.318,0.0,81157,A,0.0112,0,0.0,0,1008.669069473684,0.0,0.0690727985224897
3246,4514,8826,20160831,2016,PURE CYCLE CORP,70.88,73.061,1.682,68.998,23.754,0.0,276720,A,4.84,0,0.0,0,1.6485801354401806,0.023021858447051,0.1107787810383747
3247,4515,8826,20170831,2017,PURE CYCLE CORP,69.788,70.88,7.852,67.506,23.754,0.0,276720,A,7.25,0,0.0,0,2.5004083796641257,0.1107787810383747,0.0818478821573909
3248,4516,8826,20180831,2018,PURE CYCLE CORP,71.907,69.788,5.712,69.453,23.764,0.0,276720,A,11.25,0,0.0,0,3.7520547373691016,0.0818478821573909,0.2011069854117123
3249,4517,8826,20190831,2019,PURE CYCLE CORP,83.721,71.907,14.461,74.731,23.827,0.0,276720,A,10.85,0,0.0,0,3.1952909067020228,0.2011069854117123,0.1030924140896549
3250,4518,8826,20200831,2020,PURE CYCLE CORP,89.761,83.721,8.631,82.043,23.856,0.0,276720,A,9.76,0,0.0,0,2.6799229063847325,0.1030924140896549,0.0322634551754102
3251,4522,8832,20170131,2016,ARGAN INC,644.247,410.902,2.811,291.632,15.458,0.0,100591,A,73.75,0,0.0,0,2.316879240415555,0.0068410472570101,0.0074909157512568
3252,4523,8832,20180131,2017,ARGAN INC,603.393,644.247,4.826,358.085,15.568,0.0,100591,A,43.6,0,0.0,0,1.5314609218204385,0.0074909157512568,0.0142510768272088
3253,4524,8832,20190131,2018,ARGAN INC,476.648,603.393,8.599,394.568,15.574,0.0,100591,A,42.22,0,0.0,0,1.5516991154898374,0.0142510768272088,0.014807572883973
3254,4525,8832,20200131,2019,ARGAN INC,487.54,476.648,7.058,339.249,15.635,0.0,100591,A,42.11,0,0.0,0,1.654594187143619,0.014807572883973,0.0034807400418427
3255,4526,8832,20210131,2020,ARGAN INC,602.63,487.54,1.697,320.667,15.703,0.0,100591,A,43.23,0,0.0,0,1.5943509118364505,0.0034807400418427,0.0690727985224897
3256,4528,8850,20161231,2016,QUAKER HOUGHTON,692.028,685.513,9.954,402.76,13.278,22.5,81362,A,127.94,0,0.0,0,2.872796071835244,0.0473426470395163,0.0502465218170363
3257,4529,8850,20171231,2017,QUAKER HOUGHTON,722.126,692.028,10.872,407.672,13.308,23.9,81362,A,150.79,0,0.0,0,3.21435223215893,0.0502465218170363,0.0517721284097235
3258,4530,8850,20181231,2018,QUAKER HOUGHTON,709.665,722.126,12.886,435.052,13.338,24.5,81362,A,177.71,0,0.0,0,3.726982421283281,0.0517721284097235,0.0671373112665835
3259,4531,8850,20191231,2019,QUAKER HOUGHTON,2850.316,709.665,15.545,1240.762,17.735,32.1,81362,A,164.52,0,0.0,0,1.5883558875577306,0.0671373112665835,0.0203138880039967
3260,4532,8850,20201231,2020,QUAKER HOUGHTON,2891.834,2850.316,17.901,1320.364,17.851,40.0,81362,A,253.39,0,0.0,0,2.107567339619079,0.0203138880039967,0.0074198588162391
3261,4536,8858,20170331,2016,NEXTGEN HEALTHCARE INC,473.221,530.79,12.165,305.043,62.455,78.341,708818,A,15.24,0,0.0,0,2.366742388862709,0.1705118785206955,0.1924259489752145
3262,4537,8858,20180331,2017,NEXTGEN HEALTHCARE INC,515.755,473.221,9.801,323.41,63.995,81.259,708818,A,13.65,0,0.0,0,2.0666338668553865,0.1924259489752145,0.1666411377495128
3263,4538,8858,20190331,2018,NEXTGEN HEALTHCARE INC,532.895,515.755,4.952,375.946,64.838,80.994,708818,A,16.83,0,0.0,0,2.342248548025408,0.1666411377495128,0.1702849529457022
3264,4539,8858,20200331,2019,NEXTGEN HEALTHCARE INC,720.116,532.895,7.449,400.494,66.134,83.295,708818,A,10.44,0,0.0,0,1.4026364641252242,0.1702849529457022,0.1100683778724538
3265,4540,8858,20210331,2020,NEXTGEN HEALTHCARE INC,644.486,720.116,3.761,431.644,67.069,75.501,708818,A,18.1,0,0.0,0,2.213843124598517,0.1100683778724538,0.0690727985224897
3266,4542,8864,20160930,2016,AMTECH SYSTEMS INC,118.43,125.456,0.978,67.057,13.179,8.004,720500,A,4.96,0,0.0,0,0.985737059866588,0.0715948220890192,0.0644093557375665
3267,4543,8864,20170930,2017,AMTECH SYSTEMS INC,191.623,118.43,1.256,90.483,14.711,6.372,720500,A,11.98,0,0.0,0,1.4475181997985629,0.0644093557375665,0.0485067032663093
3268,4544,8864,20180930,2018,AMTECH SYSTEMS INC,149.406,191.623,1.495,93.09,14.217,7.8,720500,A,5.34,0,0.0,0,0.8850700775069275,0.0485067032663093,0.0253135750906924
3269,4545,8864,20190930,2019,AMTECH SYSTEMS INC,126.477,149.406,0.714,87.452,14.269,3.068,720500,A,5.3,0,0.0,0,0.9064944614435826,0.0253135750906924,0.0473445764842619
3270,4546,8864,20200930,2020,AMTECH SYSTEMS INC,102.098,126.477,2.676,81.519,14.063,3.312,720500,A,4.89,0,0.0,0,0.875110873866285,0.0473445764842619,0.0880624498031303
3271,4550,8867,20170331,2016,QUANTUM CORP,225.027,229.546,1.752,-115.999,272.504,44.379,709283,A,0.87,0,0.0,0,2.5690449590493585,0.2009662551296908,0.1828491692108058
3272,4551,8867,20180331,2017,QUANTUM CORP,202.639,225.027,2.584,-173.467,35.443,38.562,709283,A,3.64,0,0.0,0,2.4927014049615326,0.1828491692108058,0.1718376028306495
3273,4552,8867,20190331,2018,QUANTUM CORP,172.871,202.639,2.708,-199.78,36.04,32.113,709283,A,2.38,0,0.0,0,2.65183981118869,0.1718376028306495,0.2252199617055492
3274,4553,8867,20200331,2019,QUANTUM CORP,165.995,172.871,2.633,-198.525,39.905,36.301,709283,A,2.95,0,0.0,0,2.905146239344558,0.2252199617055492,0.2929847284556763
3275,4554,8867,20210331,2020,QUANTUM CORP,194.924,165.995,6.931,-112.245,56.915,41.703,709283,A,8.33,0,0.0,0,4.00807981572305,0.2929847284556763,0.0690727985224897
3276,4556,8892,20161231,2016,RCM TECHNOLOGIES INC,69.831,81.336,0.846,31.255,11.953,0.0,700841,A,6.36,0,0.0,0,1.641063138147814,0.0104012983180879,0.0148930990534289
3277,4557,8892,20171231,2017,RCM TECHNOLOGIES INC,73.279,69.831,1.04,22.031,12.194,0.0,700841,A,6.25,0,0.0,0,1.7393864545094777,0.0148930990534289,0.0207153481897951
3278,4558,8892,20181231,2018,RCM TECHNOLOGIES INC,81.51,73.279,1.518,27.199,12.755,0.0,700841,A,3.1,0,0.0,0,1.1514108698319223,0.0207153481897951,0.0045025150288308
3279,4559,8892,20191231,2019,RCM TECHNOLOGIES INC,96.173,81.51,0.367,32.403,13.004,0.0,700841,A,3.0,0,0.0,0,1.0687199109937302,0.0045025150288308,0.0047830472169943
3280,4560,8892,20201231,2020,RCM TECHNOLOGIES INC,68.339,96.173,0.46,22.238,11.543,0.0,700841,A,2.07,0,0.0,0,1.024232283176517,0.0047830472169943,0.0690727985224897
3281,4562,8898,20160930,2016,RAYMOND JAMES FINANCIAL CORP,31593.733,26479.684,121.733,4914.096,141.545,0.0,720005,A,58.21,0,0.0,0,1.1052499383342893,0.0045972225348308,0.0060136610004268
3282,4563,8898,20170930,2017,RAYMOND JAMES FINANCIAL CORP,34883.456,31593.733,189.994,5581.713,144.097,0.0,720005,A,84.33,0,0.0,0,1.1883410580075553,0.0060136610004268,0.0038294944170669
3283,4564,8898,20180930,2018,RAYMOND JAMES FINANCIAL CORP,37412.924,34883.456,133.586,6368.461,145.642,0.0,720005,A,92.05,0,0.0,0,1.1881137411232543,0.0038294944170669,0.0036885649461667
3284,4565,8898,20190930,2019,RAYMOND JAMES FINANCIAL CORP,38830.0,37412.924,138.0,6581.0,137.842,0.0,720005,A,82.46,0,0.0,0,1.1232410847283028,0.0036885649461667,0.0031934071594128
3285,4566,8898,20200930,2020,RAYMOND JAMES FINANCIAL CORP,47482.0,38830.0,124.0,7114.0,136.557,0.0,720005,A,72.76,0,0.0,0,1.059430675203235,0.0031934071594128,0.0015584853207531
3286,4569,8901,20161231,2016,RPC INC,1035.452,1237.094,33.938,806.799,217.489,0.0,742278,A,19.81,0,0.0,0,4.381767662817784,0.0274336469176958,0.1134857047936553
3287,4570,8901,20171231,2017,RPC INC,1147.224,1035.452,117.509,911.697,216.544,0.0,742278,A,25.53,0,0.0,0,5.024210895169558,0.1134857047936553,0.2114757013451601
3288,4571,8901,20181231,2018,RPC INC,1199.58,1147.224,242.61,950.419,214.544,0.0,742278,A,9.87,0,0.0,0,1.9729490988512648,0.2114757013451601,0.2089306257190016
3289,4572,8901,20191231,2019,RPC INC,1053.218,1199.58,250.629,830.333,214.423,0.0,742278,A,5.24,0,0.0,0,1.2784262327457376,0.2089306257190016,0.0617773338473136
3290,4573,8901,20201231,2020,RPC INC,790.505,1053.218,65.065,631.567,214.951,0.0,742278,A,3.15,0,0.0,0,1.0575943858672618,0.0617773338473136,0.0690727985224897
3291,4577,8902,20170531,2016,RPM INTERNATIONAL INC,5090.449,4776.041,126.109,1436.061,133.563,64.9,110621,A,54.23,0,0.0,0,2.140775693853332,0.0399931658878137,0.0362087902265595
3292,4578,8902,20180531,2017,RPM INTERNATIONAL INC,5271.822,5090.449,114.619,1630.773,133.647,69.7,110621,A,49.5,0,0.0,0,1.945546625056764,0.0362087902265595,0.0395227684091003
3293,4579,8902,20190531,2018,RPM INTERNATIONAL INC,5441.355,5271.822,136.757,1405.952,130.995,71.6,110621,A,53.52,0,0.0,0,2.030056006270497,0.0395227684091003,0.041213263975609
3294,4580,8902,20200531,2019,RPM INTERNATIONAL INC,5630.954,5441.355,147.756,1262.445,129.511,76.5,110621,A,74.78,0,0.0,0,2.4957301338281224,0.041213263975609,0.0416979076724832
3295,4581,8902,20210531,2020,RPM INTERNATIONAL INC,6252.969,5630.954,157.199,1741.064,129.573,77.6,110621,A,93.53,0,0.0,0,2.659675378208336,0.0416979076724832,0.0690727985224897
3296,4583,8947,20161231,2016,U S LIME & MINERALS,210.159,196.499,17.664,179.639,5.574,0.0,82020,A,75.75,0,0.0,0,2.1543236311554583,0.0898935872447188,0.1015278907874514
3297,4584,8947,20171231,2017,U S LIME & MINERALS,228.446,210.159,21.337,205.252,5.589,0.0,82020,A,77.1,0,0.0,0,1.987804120010856,0.1015278907874514,0.2353378916680528
3298,4585,8947,20181231,2018,U S LIME & MINERALS,244.671,228.446,53.762,222.967,5.607,0.0,82020,A,71.0,0,0.0,0,1.715777513477282,0.2353378916680528,0.1107609810725423
3299,4586,8947,20191231,2019,U S LIME & MINERALS,247.037,244.671,27.1,217.132,5.623,0.0,82020,A,90.3,0,0.0,0,2.176442800066387,0.1107609810725423,0.0693539834113918
3300,4587,8947,20201231,2020,U S LIME & MINERALS,279.098,247.037,17.133,243.192,5.648,0.0,82020,A,114.0,0,0.0,0,2.435624762628181,0.0693539834113918,0.0690727985224897
3301,4590,8987,20170131,2016,INNSUITES HOSPITALITY TR,22.173,23.941,2.254,4.431,9.665,0.0,82473,A,2.1644,0,0.0,0,1.74360375231137,0.0941481141138632,0.125332611734993
3302,4591,8987,20180131,2017,INNSUITES HOSPITALITY TR,23.078,22.173,2.779,9.671,9.776,0.0,82473,A,1.7301,0,0.0,0,1.3138251841580728,0.125332611734993,0.040601438599532
3303,4592,8987,20190131,2018,INNSUITES HOSPITALITY TR,17.2,23.078,0.937,10.22,9.36,0.0,82473,A,1.6817,0,0.0,0,1.3209716279069768,0.040601438599532,0.0
3304,4593,8987,20200131,2019,INNSUITES HOSPITALITY TR,16.995,17.2,0.0,8.148,9.273,0.0,82473,A,1.5705,0,0.0,0,1.3774784642541924,0.0,0.0
3305,4594,8987,20210131,2020,INNSUITES HOSPITALITY TR,15.393,16.995,0.0,6.09,9.058,0.0,82473,A,2.82,0,0.0,0,2.2637926330150067,0.0,0.0690727985224897
